RPA,RPAとはRobotic Process Automation(ロボティック・プロセス・オートメーション)の略で、ロボットによる業務自動化の取り組みのこと。主に人事や経理、総務、営業管理などバックオフィスの業務を自動化するシステムで、物理的なロボットが作業を支援するのではなく、人間の知能をコンピューター上で再現しようとする人工知能(AI)や、AIが反復して学ぶ「機械学習」といった技術を用いたソフトウエアによってホワイトカラー業務を代行することをいう。
働き方改革,18年6月29日に成立した「働き方改革法」が19年4月から施行される。少子高齢化による生産年齢人口の減少の問題や、労働時間の長期化などの問題を解消し、生産性向上や就業機会の拡大などを図る同法では、労働時間に関する体制の見直しや勤務間インターバル制度の導入、高度プロフェッショナル制度の創設、産業医・産業保健機能の強化、雇用形態にかかわらず「同一労働同一賃金」、労働者への待遇に関する説明義務を徹底、行政による履行確保措置および行政ADRの整備などが盛り込まれている。人材関連企業をはじめとするさまざまな企業への影響が見込まれている。
消防無線デジタル化,総務省は、消防・救急活動の高度化および電波の有効利用の観点から消防救急無線のデジタル化を推進中だ。台風やゲリラ豪雨などによる集中豪雨をはじめ、地震やそれに伴う津波や火山の噴火など、最近頻発する異常気象や自然災害への迅速な対応にも効果を発揮する取り組みだけに期待も大きい。 消防無線のデジタル化は、従来消防・救急無線で使用していた周波数帯の電波利用者が急増した結果、総務省の周波数の割り当て政策に伴い、新しい周波数帯への移行が必要となったためだ。アナログ方式のままでは、同時に使える消防機関・車両の台数に限界があるものの、デジタル化することで、音声以外のメールなどのデータ通信により情報伝達方法が多様化できるメリットが大きい。
自動車製造装置,自動車は数多くの部品から構成されており、製造に関わる機器も広範囲にわたる。金型などの部品やプレス機械、NC旋盤など各種機械、生産ラインで部品を組み立てるロボット、それに切削工具など自動車製造の設備投資に関わる企業が関係している。
リチウムイオン電池製造装置,リチウムイオン電池の製造には高度な技術が必要であることから日本企業が先行している。製造工程で使われる主な装置としては、ミキシング装置、コーター(塗工機)、スリッター、ワインダー・スタッキング装置、電極組立装置、電極板巻き取り装置、電池組立装置、電解液の注液装置、外装組立装置などがある。
PM2.5,直径2.5マイクロメートル以下の超微粒子で大気汚染物質。火山や黄砂など自然起源のものに加え、自動車や工場からの排気ガスなど人為起源のものがある。粒子状物質は主に人の呼吸器系に沈着して健康に影響を及ぼすことから、問題視されているが、特に近年では中国で発生したPM2.5が日本に流れ込んできており、その対策に市場でも関心が高まっている。
警備,警備とは、事故や盗難など不測の事態に備えて警戒して守ること。例えば機械警備といった場合には、警備対象施設に各種センサーを設置し、それが感知した情報をもとに警備員が急行し対処する。
情報システム,情報システムサービスを手掛ける企業は、全国民を対象としたマイナンバー制度の導入や近年急増するサイバー犯罪に対するセキュリティー関連も含め、非常に高いニーズがある。ビッグデータ解析関連の投資も旺盛で収益環境に吹く追い風は強い。
音声認識,音声認識とは人間の声をコンピューターに言葉として認識させる技術で、その技術を開発、応用する企業を指す。キーボードやマウスなどを使う必要がなく、スマートフォンのアプリ操作やカーナビゲーションなどで普及が進んでいる。
監視カメラ,「監視カメラ」は、様々な目的で監視を行うためのビデオカメラのこと。主な用途としては防犯、防災、計測、記録などがある。防犯目的の場合は防犯カメラ、防災目的の場合は防災カメラなどと呼ばれる。監視カメラは凶悪事件の防止、解決にも役立っているが、最近ではテロ対策としても注目を浴びており、普及がさらに加速しそうだ。また、今後はアジアを中心とした新興国向けに需要拡大が期待されている。
家具,家具業界は製造と小売り、そして製造小売りに業態が分かれる。製造から小売りまでを一貫して手掛けるニトリはこのモデルで大成功し、その動向が注目されている。製造は行わず販売のみを手掛ける企業がその他にも数社、株式を公開している。
酒類,日本の酒税法では、発泡性酒類、醸造酒類、蒸留酒類、混成酒類の4種類に分類される。発泡性酒類ではビール、醸造酒類ではワイン、蒸留酒類ではウイスキーが代表例。近年の和食ブームを受けて、日本酒への関心が世界的に高まっており、ここ数年で清酒の輸出は量・金額ともに大きな伸びを見せている。また、ビール各社が世界的なM&Aにより業容拡大を図っていることにも注目が集まっている。
製粉,穀物をひいて粉をつくること。特に小麦を粉砕して粉にすることを指す場合が多い。伝統的な製粉の方法として石臼が使われてきた。
中食,家庭外で調理されたものを購入して自宅などで食事することを中食という。料理店などに出かけて食事する外食、購入した食材を調理して家庭で食べる内食に対応したことばで、日本人の生活形態の多様化によって生まれてきた比較的新しい概念だ。持ち帰り弁当店や総菜店のほか、出前サービスなどを手掛ける企業が中食事業を手掛ける企業となる。持ち帰り弁当店を主力事業とするプレナスやハークスレイ、総菜店を主力事業とする柿安本店やロック・フィールドが代表的な銘柄。食品スーパーやコンビニエンスストアも中食事業を手掛ける企業となる。
パスタ,イタリアの麺類で主食の一つ。主な原料は小麦粉で、水、塩、鶏卵などを加えてつくられる。イタリアには６５０種類のパスタがあると言われているが、スパゲッティに代表される麺状のロングパスタと、マカロニをはじめとした小型のショートパスタに大別される。
コメ関連,日本人の主食である「コメ関連」銘柄のすそ野は広い。まず、コメを主力として扱う卸売商社の存在がある。さらに、イネを育てる農業関連としては、種苗、農薬、肥料、農業機械、農業関連資材、土壌改良など幅広い企業が稲作を支えている。TPP(環太平洋経済連携協定)の参加に伴う国内農業の強化支援策に関連して、こうした企業にビジネスチャンスが広がる可能性がある。
バイオテクノロジー関連,生物を工学的見地から研究し、応用する技術「バイオテクノロジー」を用いた医薬品開発が活発化している。特に遺伝子組み換え・細胞融合などの技術を利用して品種改良を行い、医薬品・ 食糧などの生産や環境の浄化などに応用する技術に関しては、株式市場でも関心が高い。現在のバイオテクノロジー関連株では、官民学が知を結集させる再生医療や創薬分野に光が当たっており、改めてテーマ買いの動きが勢いを増している。
トクホ,特定保健用食品の略で、体の調子を整える特定の保健効果が期待できることを厚生労働省が認め、健康強調表示を認可した食品。生理機能に影響を与える働きのある成分を含み、有効性、安全性、品質などが科学的根拠に基づき審査されている。
パンケーキ,「パンケーキ」は、小麦粉に卵・牛乳などを加えて平たく焼いたケーキのこと。若い女性を中心に数年前から「パンケーキブーム」が継続しているという。 株式市場では、小麦粉メーカーをはじめ、コンビニエンスストアなども対象となる。
ペット,矢野経済研究所(東京都中野区)によると、2017年度のペット関連総市場は小売金額(末端金額)で1.0%増の1兆5135億円の見込み。また、18年度の市場規模は同1.5%増の1兆5355億円と予測している。犬・猫合わせた飼育頭数は近年、頭打ち傾向にあるのに対して、市場は拡大傾向にあり、ペット1頭当たりに費やす金額が増加している様子がうかがえる。また、ペットの高齢化などに伴う新たなビジネスも続々と誕生しており、今後も市場の拡大が続く見通しだ。
スキンケア,近年の美白ニーズの高まりでスキンケア製品の市場は拡大を続けている。中でもオールインワンジェルや美容液などのスペシャルケア製品が好調に推移。また、男性向けも保湿やアンチエイジングを訴求した化粧水やクリームなどが人気となっている。
オーガニック食品,有機栽培した農産物からつくられた食品の総称。化学肥料など成長を促す薬物や農薬など昆虫や細菌などの生物を殺傷する薬物を使わずに生産した農産物は、認定を得て有機ＪＡＳマークの表示ができる。
ベーカリー,政府の輸入小麦の売り渡し価格の引き上げに伴い、14年7月から食品各社が値上げに踏み切ったのは記憶に新しい。ベーカリー関連銘柄も小麦価格の動向と切っても切れない関係にあり、値上げの定着が業績を左右することも多い。
太陽電池部材・部品,太陽電池の市場は、近年の再生可能エネルギーブームもあり急拡大した。太陽電池の部材には、シリコンウエハーや電極、封止材などがあり、新規参入企業も増えている。関連企業も化学メーカーや非鉄、鉄鋼関連など幅広い分野の企業が関係している。
ビール,ビール業界の市場規模は約1兆8000億円、特に夏場は書き入れ時となり、株式市場ではサマーストック的な位置付けとなる。発泡酒やノンアルコールビールなど多様なニーズを背景に派生した商品の需要開拓も進む。
含み資産,帳簿上に記載された資産価値を時価をもとにして算出した資産価値が上回っている場合の差額を指す。不動産や有価証券の時価が簿価を上回っている場合に含み資産が発生し、一般的に設立年度の古い企業に含み資産が多いとされる。
調味料,砂糖、塩、酢、醤油、味噌など料理の調味に使う材料。甘さを加えるものを甘味料、旨味を与えるダシなどをうま味調味料、胡椒や七味唐辛子など香り・辛さをつけるものを香辛料という。
製糖,サトウキビやサトウダイコンなどの絞り汁を煮つめ、結晶させて砂糖をつくり、粗糖から精製糖を製造すること。
化粧品,見た目を美しくしたり、若く見えたりする化粧品は、種類も豊富で多くの企業が参入している。比較的、景気の良い時期に売り上げが伸びる面もある。日本の化粧品は品質の高さなどから中国などアジア市場で人気がある。関連企業には、化粧品メーカーや化粧品販売会社、口コミサイトなどがある。
骨粗しょう症,骨粗しょう症は骨が構造的にもろくなり、骨折しやすくなる症状のこと。特に女性に多く、年齢が上がるにつれ増加する。また、偏食や極端なダイエットなどにより、若年で骨粗しょう症となる場合もある。高齢者の骨折は寝たきりにつながりやすく、近年になり問題化。骨粗しょう症の予防、治療を進めることで、健康な生活が維持できるようにする対策が進められている。
メタボリック対策,メタボリックシンドローム(内臓脂肪症候群)は、内臓脂肪型肥満を共通の要因として高血糖、脂質異常、高血圧が引き起こされる。このため厚生労働省は2008年4月からメタボリックシンドロームの予防・改善を目的とする新しい検診制度を導入し、健康保険組合にメタボリック対策を義務付けている。
セルロースナノファイバー,セルロースナノファイバー(CNF)とは、木質パルプなどを原料とし、植物繊維をナノレベルに精製した、軽くて丈夫な植物由来の素材のことをいう。植物細胞の細胞壁・繊維の主成分となるセルロースをナノ(10億分の1)レベルにまで微細化することで得られ、鉄鋼の5分の1の軽さで、強度が同5倍以上あり、熱による変形が小さい(ガラスの50分の1)という優れた特性を持つのが特徴。また、植物由来の素材なので、資源が少ない日本でも、原料を輸入に頼らずに生産できることや、環境への負荷が少ないことなどが注目されている。15年9月には実用化した製品も発売され、研究段階から実用化段階へ進みつつある。
生活習慣病,「生活習慣病」は、日々の芳しくない生活習慣 (喫煙、過剰飲酒、食べ過ぎ、運動不足、ストレスなど) の積み重ねによって引き起こされる病気の総称。主な生活習慣病には、肥満 (内蔵脂肪型肥満)、高血圧症、高脂血症、糖尿病などがある。生活習慣を改善することにより、これらの病気を予防、あるいは改善することが可能だ。株式市場では、生活習慣の改善に役立つ運動不足の解消関連から、体質改善のための食品、病気を治療するための医薬品など対象は幅広い。
薬物配送システム,「DDS=drug delivery system(ドラッグ・デリバリー・システム)」ともいう。必要な薬物を必要な時間に必要な部位で作用させるためのシステムのことで、薬剤の治療効果を高めるだけでなく、副作用の軽減も期待できるというメリットがる。
国際会計基準,国際会計基準(IFRS)とは、国際会計基準審議会(IASB)が策定する国際的な標準となる会計基準。企業活動のグローバル化が進むなか、投資家が企業の財務実態や業績を比較評価できるような統一の物差しとして導入機運が高まっている。国際会計基準を採用する企業をリストアップした。
専門サイト,インターネットが身近なものとなり、日本人がウェブサイトに接してすごす時間も急速に増加。これにより、専門的なジャンルをウェブ上で展開し、業績を成長させるメディア企業も数多く登場してきた。取り扱うジャンルは多岐にわたるが、価格比較や取引仲介などが多くみられる業態だ。
不動産ネット取引,不動産会社に対して、現状は契約条件などの重要事項の説明は対面で行い、契約内容が記載された書面を交付することが義務付けられているが、試験的期間を経て早晩、ネットを活用した不動産取引が普及する方向にあり、市場でもテーマ視されている。
SNS,インターネットを通して社会的ネットワーク(ソーシャル・ネットワーク)を構築するソーシャル・ネットワーキング・サービスのこと。米国発の「フェイスブック」や「ツイッター」、「インスタグラム」などのほか、日本発の「mixi」などが有名だが、近年では「フェイスブック」など海外事業者に押されがちとなっている。広義ではブログや掲示板、さらにSNSを通じたゲームなども含まれる。
スマートロック,スマートフォンを利用してドアの鍵の開け閉めを行うというもの。遠隔操作を行えるだけでなく、他人とシェアしたり、時間を決めて宅配業者に一時的に「渡す」ことも可能で、次世代の鍵といわれている。大手電機メーカーや通信キャリアなども参入して市場が活発化しつつある。
ビーコン,近距離の位置情報通知機器のことで、地上にある無線局などから発する電波を航空機・船舶・自動車などに搭載された機器で受信して情報を取得する。モバイル端末との連動でアプリ開発関連企業などの株価を刺激することが多い。
インターネット広告関連,WebサイトやEメールに掲載される広告の総称。画像や動画、テキストなど広告から広告主のサイトへの誘導といった従来の掲載手法だけでなく、閲覧者の属性を考慮した最適な広告を掲載するなど、新しい手法が次々に開発され、高成長を続けている。一方、新聞、雑誌など既存のマスメディア広告は縮小している。
スマホゲーム,スマートフォン上で動作するゲームアプリのこと。ゲームに特化したゲーム配信プラットフォームであるMobageやGREEなどを通じて配信しているソーシャルゲームや、米アップル社のApp StoreやグーグルのGoogle Playなどを通じてアプリを端末にインストールしてプレイする。ゲームは無料のものが多いが、ゲーム会社はアイテム課金で収益をあげている。
ソーシャルゲーム,SNS(ソーシャルネットワーキングサービス)上で提供されるゲームの総称。もともとPC上で遊ばれるゲームのことを指していたが、フィーチャーフォン(ガラケー)向けのゲームを指すのが主流になり、最近ではスマートフォン向けゲームアプリもソーシャルゲームと呼ばれるようになった。ゲームを配信するSNSではGREEやMobage(モバゲー)、mixiが代表格だが、前述のような事情から、App StoreやGoogle Playで配信されているスマートフォン向けゲームも含まれるようになった。
ソーシャルメディア,インターネット上で提供されるサービスで、サービスの利用者自身が情報を発信し、コンテンツが形成されるメディアの総称。ミニブログやボッドキャスト、動画や画像の共有サイト、ショッピングサイトの購入者評価欄などが含まれる。
求人情報,企業の求人需要と労働者をつなぐ媒体にも収益機会がもたらされる。採用募集を行う際に、職務内容やそれに伴う必要条件、一方、実働時間や待遇条件などを示した情報をいかに有効かつ的確に伝えるか、媒体としての強さが株価を左右する。
動画配信,通信環境やデバイスの進化により日本国内でも動画配信(VOD=Video on Demand)サービスが本格的な普及期を迎えている。早くから普及していた企業広告分野に加えて、作品ごとに課金する都度課金や定額料金で見放題となるサービスの開始などもあり、テレビ番組や映画などの映像コンテンツを好きな時間に好きな番組を視聴するといったスタイルが浸透しつつある。
YouTube,YouTube(ユーチューブ)は米YouTube社が運営する動画共有サービス。2005年にサービスを開始、現在では世界で10億人以上のユーザーがおり、文字通り世界最大の動画共有サービスとなっている。無料でチャンネルの開設ができることや、高度なアナリティクスを使用することができることから、個人だけではなく、多くの企業が公式チャンネルを有しており、マーケティングに利用している。また、YouTubeに頻繁に動画を投稿し、その広告収入を得て生活している人のことを「YouTuber(ユーチューバー)」といいい、アクセス数の多いトップクラスのユーチューバーは、企業とタッグを組むこともある。
eスポーツ,eスポーツとは格闘、シューティング、戦略などの対人ゲームが競技化されたもので、コンピューターゲームやビデオゲームで行われる競技のこと。日本での認知度はまだ低いが、海外では既にスポーツとして認知されており、現在ではパソコン関連メーカーをはじめとする企業がスポンサーとなってプロチームやプロリーグが発足。世界のトッププレーヤーの中には数十億円規模で稼ぐプレーヤーもいる。米調査会社Newzooによると、eスポーツの世界市場は2015年度に前年度比67%増の3億2500万ドルだったといわれているが、19年度には11億2800万ドルへと拡大すると見込まれている。
マーケティング,消費者のニーズを調査・分析したうえで販売計画を立て、自社製品やサービスの購入を促す活動のこと。適正な価格設定や効果的な広告・宣伝などが重要となる。
LINE関連,韓国大手IT企業ネイバーの日本子会社LINEが提供する無料通話・メールアプリ。2011年のサービス開始以降、利用の手軽さやコミュニケーションツールとして人気化し、2016年3月末のアクティブユーザー数はグローバルで約2億1840万人、日本、タイ、台湾、インドネシアの主要4カ国では、約1億5160万人を数える。また、プラットフォーム化に注力しており、広告のほか、ゲームや音楽配信などのコンテンツ、メッセージに挿入できるイラストの「スタンプ」や「着せかえ」などコミュニケーション、さらに決済サービスなどを展開している。また、2016年7月に日米で同時上場することが決定。LINEと提携や関連したビジネスを展開している銘柄には思惑も働く。
iPhone関連,米アップル社製の「iPhone」は、1号機が2007年6月に発売され、タッチパネルを搭載したスマートフォンの草分け的存在となっている。17年9月には最上位機種の「X(テン)」を発表。有機ELパネルの採用や顔認証機能の導入、絵文字に実際の顔の表情を反映できるようにするなどハイエンドモデルとしての地位確立を図っている。代表的なハイエンド端末である「iPhone」にはディスプレイやカメラモジュールを含めて多くの日本製部品が搭載されている。ただし、アップル依存度の高まりは部品メーカーにとって両刃の剣の側面もあり、アップルの調達先変更や生産計画次第ではダメージを受ける可能性も潜む。日本メーカーにはコスト競争力に優れる中国・韓国・台湾といった部品メーカーとの競争に勝ち抜くために絶えざる先端部品の開発努力が求められている。また、「iPhone」以外にも、アップル社の新製品は注目を集めている。
Android,米グーグル社によってスマートフォンやタブレット端末を主要ターゲットに開発されたプラットフォームでスマートフォン向けのOS(基本ソフト)として世界トップシェアを誇る。無償で利用できるオープンソースして配布されており、家電などへの採用も進んでいる。
インターネット関連,パソコンやスマートフォン、サーバーなどを通信回線を介してつながっている世界規模のコンピューターネットワークであるインターネットに関わる企業を指す。近年はIoT(Internet of Things=モノのインターネット)に代表されるように、世の中のさまざまなモノに通信機能を持たせ、インターネットに接続したり相互に通信することで、自動制御や遠隔監視、機械の稼働状況などビッグデータを活用して世界的な効率化を実現するネットワークへと進化している。そのため、「インターネット関連」の中でも成長著しいテーマから既に廃れたテーマまであるが、成長分野への市場の関心は引き続き高い。
フォトブック,写真集といえば昔はプリントしたものをアルバムに貼るのが当たり前だったが、デジカメ主流の現代ではデジタル化した形の写真集がむしろ自然となった。画像劣化はしないが、“ぬくもり”もないという意見も、昭和世代にはある。
C2C,C2Cは「Consumer to Consumer」の略。フリーマーケットやネットオークションなど、一般消費者(Consumer)の間で行われる取引のことを指す。ヤフーオークションに代表されるように、C2Cサービスを手掛ける上場企業は多く、注目を集めている。
アフィリエイト広告,「アフィリエイト広告」は成果報酬型のインターネット広告のこと。インターネットサイトに掲載されている広告を消費者が実際にクリックし、商品購入や資料請求に至った場合に、実績に応じて広告を支払う仕組みとなっている。インターネットの普及とともにアフィリエイト広告の市場規模も拡大し、アフィリエイト広告の提供を行う企業も増加。「アフィリエイト広告関連株」は、これらアフィリエイト広告を扱う上場企業のことを指す。単に「アフィリエイト」と言った場合も「アフィリエイト広告」のことを意味することがほとんどで、関連株の呼び方も、「アフィリエイト関連株」とされる場合も多い。テレビや新聞・雑誌など、従来型のメディアに掲載される広告は、掲載することに費用がかかり、実際の購入に結びつくかどうかは未知数だった。これに対しアフィリエイト広告では、商品購入や資料請求が実際に行われた数に対して広告費用が発生する。そのため、広告を出す側にとっては宣伝効果が明確で、コスト管理もしやすいという利点がある。広告を掲載する側にとっても単価の高いアフィリエイト広告は魅力的で、このためアフィリエイト広告は、広告主、広告掲載者の双方にとってメリットの多い広告手段となっている。こうした背景からアフィリエイト広告の市場規模は拡大を続けており、アフィリエイト事業を手がける企業の業績も伸長が期待されている。
検索連動型広告,検索連動型広告(リスティング広告)とは、インターネット広告の一種で、ユーザーが検索エンジンで検索したキーワードに連動させて広告を表示させる手法。表示されるだけでは費用は発生せず、クリックされたはじめて課金される従量課金型の広告をいう。
ネット選挙,2013年4月、公職選挙法が改正され、インターネットを利用した選挙運動が可能となった。ウェブサイトや掲示板、SNS、動画共有サービスなどの利用が解禁され、これらのサービスを提供する企業への恩恵が期待されるようになった。従来、株式市場では選挙関連と目される銘柄群があり、大規模な選挙の際には株価が上昇する傾向があった。同様に、政見放送を提供する動画サービスを手掛ける企業などを、ネット選挙銘柄として見る向きもあった。
モバイル広告,携帯電話やスマートフォンなどモバイル端末向けに配信する広告。ウェブページ上に表示させるバナー型やメールで配信する形態、検索キーワードに応じて広告を表示させる検索連動型などがある。
SEO,「Search Engine Optimization=検索エンジン最適化」のことで、Webサイトが検索結果でより多く露出されるために行う一連の最適化施策を総称したもの。「Google」や「Yahoo!」などの検索エンジンは、独自のアルゴリズム(手順や方式)で検索結果の並び順を決定していることから、SEOを用いて順位が上がるように各要素を最適化する必要がある。大手検索エンジンで上位に表示されることで、ビジネスを行う上で有利なポジションを確立することができるため、重要度が増している。
子育て支援,少子高齢化と人口の減少に悩む日本の重要な課題の一つに、人口の維持がある。そのためには出生率の本格的な回復が重要であり、対策としての子育て支援の充実は重要な政策的課題となっている。 特に出産が女性のキャリアの中断や喪失、あるいは生涯所得の大幅な減少に結びついている現状から、女性が仕事と育児を両立できる働き方を実現することが不可欠であり、待機児童対策などが喫緊の課題となっている。
ふるさと納税,2008年に開始されたふるさと納税制度は、年々利用が拡大。税収減に悩む各自治体も、ふるさと納税を呼びこむことに力を入れている。これに伴い、自治体向けにふるさと納税業務の代行サービスや宣伝サービスなどを行う企業が登場。株式市場でも注目を集めている。
O2O,「Online to Offline」のこと。ネット上(Online)のコンテンツやSNS(ソーシャル・ネットワーキング・サービス)での情報を実店舗(Offline)での購買行動にどう作用させるか、その販売促進やマーケティングなどの活動を示す。商品を買いに行く前に価格比較サイトなどを調べて購入する店舗を選ぶといったことから、メールマガジンや割引クーポンの発行などによる来店促進などがあり、位置情報と組み合わせるなどその手法も進化している。
求人広告,求人広告は従業員を募集する広告のこと。ここ最近は企業の人材不足が深刻化し求人需要が高まるなかで、求人広告を手掛ける各社の業績も伸長している。かつて求人広告の出稿媒体は新聞やチラシ、求人情報誌などが中心だったが、現在はインターネットへの出稿が急増している。
人材,「事業は人なり」は松下幸之助の言葉とされるが、企業の事業継続や業績の成長を支えるものは人材だ。また、少子化を背景にさまざまな分野で人手不足が顕著となり始めており、人材に関連した事業への関心は高まっている。人材に関連した銘柄は人材派遣や人材紹介、人材育成、求人広告など裾野が広い。また、政府が進める「人生100年時代」「働き方改革」などにも関連しており、切り口も多彩だ。
M＆A,M&Aとは、Mergers and Acquisitions(合併・買収)の略称。他企業の合併や事業部門などの買収を行うことを指す。時間を買う戦略とも呼ばれ、最初から事業を立ち上げることに比べ、スピーディーな成長や事業拡大が可能となる。日本企業も海外企業の買収など積極的なM&Aを展開している。国内市場の低成長が続くなかで、企業規模の拡大を狙うためには、M&Aは欠かせない戦略となっている、株式市場でのテーマとしても注目を集めている。企業買収においては買収先企業の企業価値の評価や買収手続きの進行に専門的知識が必要となるため、M&Aアドバイザリーファームと呼ばれるパートナーが関わる場合が多い。日本の株式市場にも、M&Aアドバイザリーファームが幾つか上場している。
後継者問題,戦後生まれのいわゆる「団塊の世代(1947～49年生まれ)」のすべてが65歳以上となる2015年。経営者の高齢化により、特に中小企業の間で後継者問題が顕在化するといわれ、「2015年問題」として関心が高まっている。自営業者に占める高齢者の割合は年々上昇しており、総務省発表の「労働力調査」によると、14年9月時点の65歳以上の自営業者は約203万人で年齢別で最多。企業にとって最も難しいといわれる事業承継は待ったなしの状況だ。経済産業省の調査では親族内承継の割合が徐々に低下している半面、第三者承継の割合が3割超に上昇。後継者不在に悩む経営者が今後、M&Aを検討する動きはさらに加速しそうだ。
事業承継,中堅・中小企業の間では、親族が経営を承継する企業が年々減少し、後継者不足から事業の継続が困難となっている事例が目立ち始めている。中堅・中小企業の事業承継は、事業の継続や発展を通じた地域経済の活力の維持や雇用の確保などにつながっているだけに、この問題解消は大きな課題となっている。事業承継手段としてM&Aなどを希望する企業も増えており、M&A市場の活性化にもつながっている。
Webサイト構築,いまや企業の顔ともなったWebサイトを構築する技術のこと。インターネット普及初期にみられたテキストファイルと画像ファイルの組み合せを行なうだけではなく、近年ではマーケティングツールとしてのWebサイトの構築が必要となっている。
営業・販売支援,営業・販売支援企業とは、営業力や販売力の課題を抱えている企業に対して、新規見込み客の開拓から営業・販促ツールの制作、人材の派遣など幅広いソリューションを提供する企業を指す。
インターネット調査・分析,インターネットを利用した市場・世論調査や分析、またこれを行う企業のこと。事前に募集した数万人から数百万人のモニター(パネル)にインターネットを通じてアンケートを配信し、回答する仕組みで、アンケート回収期間が短いことや低コストを武器に利用する事例が増えている。選挙などに際して株式市場で注目されることも多い。
ビッグデータ,従来のデータベース管理ツールやデータ処理アプリケーションなどでは処理することが困難なほど巨大で複雑なデータ集合の集積物を意味する。多くは、管理しきれないため見過ごされてきたそうしたデータ群を記録・保管して即座に解析することで、ビジネスや社会に役立てたり、これまでにないような新たな仕組みやシステムを産み出す可能性が高まるとされている。たとえば訪日外国人客のツイッターなどの投稿を分析し、マーケティングに役立てるなどの使われ方がされている。
フェイスブック,世界最大のSNS(ソーシャル・ネットワーキング・サービス)のこと。友人同士のコミュニケーションツールとしてだけではなく、ビジネスや就活でも使われている。2012年5月に米NASDAQ市場に上場したとことでも話題になった。
資産運用,資産運用には、貯蓄と投資がある。定期預金・貯金、外貨預金、投資信託、株式、債券、不動産などさまざまな商品のなかから、リターンとリスクを鑑みて資産を運用する。
レジャー・リゾート,日本生産性本部の「レジャー白書」によると、レジャーには「スポーツ」「趣味・創作」「娯楽」「観光・行楽」などが含まれるが、生活にゆとりを求める感覚や、本当の豊かさを模索する動きから、日本人でもレジャーを重視する動きが強まっている。特に人気のあるレジャー施設には遊園地やテーマパーク、動物園、水族館、温泉、ゴルフ場、スキー場、ビーチなどがあり、株式市場に上場している企業も多い。また、リゾート地では旅館やホテルに宿泊し、観光地やゴルフ場、スキー場などに行くことから、これらに関連する銘柄も人気がある。
テーマパーク,映画やアニメなど特定のテーマをベースにした観光施設で、ホテルや商業施設を含めた大型リゾート地として開発されることもある。
超高齢社会,65歳以上の人口が全人口に対して14%を超えると「高齢社会」、21%を超えると「超高齢社会」と呼ばれるが、日本では1995年に「高齢社会」、2010年に「超高齢社会」に突入した。一方、平均寿命が延びたことで、これからは「100年生きる」ことを前提に生き方を考えなければならないとする「人生100年時代」もいわれており、医療や福祉をはじめ、さまざまな面で増加する高齢人口の問題に対応することが、今後の日本の課題となっている。また、同時に進行する少子化を踏まえ、医療や福祉の分野ではITやAIなどの開発・導入を加速させ、生産性を高める必要が生じており、関連銘柄の裾野も広がりつつある。
モバイルコンテンツ,携帯電話やスマートフォンなどのモバイル端末で閲覧・利用できるコンテンツ。ソーシャルゲームや動画・映像配信、電子書籍、音楽コンテンツなどがあり、その中でも、スマートフォン向けのソーシャルゲームが近年急成長を遂げている。
オンラインゲーム,複数の人が同時にプレイするコンピュータゲーム。ウィンドウズＯＳ搭載のパソコンや近年ではゲーム専用機でもプレイ可能なものが増えている。麻雀やトランプ、大規模なロールプレイングゲーム（ＭＭＯＲＰＧ）などが多い。
ブログ,別名ウェブブログ。個人や数人のグループで運営される日記形式のWebサイトのこと。自分の意見や感想を表示し、それに対する感想などを閲覧者が自由にコメントできるように多くはトラックバック(他のサイトの記事との連携)機能や、コメント機能などを備えている。
eコマース,「Electronic Commerce」の略で電子商取引一般を示す。大きく分けて、企業同士の取引を「BtoB(B2B)」、インターネットショップなど企業と消費者間の取引を「BtoC(B2C)」、インターネットオークションやフリマアプリなどの消費者同士の取引を「CtoC(C2C)」と呼ぶが、経済産業省によると2014年の「BtoC」市場規模は12.8兆円(前年比14.6%増)、「BtoB」市場規模は280兆円(同4.0%増)に達し、全ての商取引金額(商取引市場規模)に対する、電子商取引市場規模の割合は「BtoC」で4.37%を占めているという。
年末商戦,「年末商戦」は、主に12月歳末の商戦を指す。百貨店や量販店を中心とした、「お歳暮商戦」や、12月に支給される賞与を当て込んでの「ボーナス商戦」。さらに、クリスマスのプレゼントやイベントに関連した「クリスマス商戦」、お節料理など正月を迎える準備のための「歳末商戦」なども含まれる。株式市場では、お歳暮関連の百貨店、家電量販店などの専門小売店、食品メーカーなど幅広い企業が対象となる。
フリーペーパー,無料で配布され、広告収入を基に運営される印刷メディアのこと。配布場所は駅や街頭、店頭から、個人の自宅など。店頭では特定商品に焦点を当てたり、個人宅では特定地域の情報に限るなど、様々な形態で広告情報を提供したりすることができる強みがある。
コンテンツ,「コンテンツ」は、 インターネットなどの情報サービスで、提供される文書・音声・映像・ゲームソフトなどの個々の情報の内容こと。
製造請負,工業技術で世界先端を走る日本を縁の下で支えているのが製造請負を専業とする企業だ。とりわけ電子機器の請負を手掛ける企業はEMSと呼ばれ、受注実績を重ねるなか、その製造ノウハウの蓄積こそが最大の武器となる。
